disease	drug	proximity	pval
Alzheimer Disease	disulfiram	0	0.00103082
Alzheimer Disease	dl-methylephedrine	0.333333333	5.15E-05
Alzheimer Disease	dobutamine	0.333333333	0.004318501
Alzheimer Disease	docetaxel	0.5	0.01483018
Alzheimer Disease	doconexent	0	2.82E-10
Alzheimer Disease	dofetilide	1	0.646321617
Alzheimer Disease	dolasetron	1	0.320545911
Alzheimer Disease	domperidone	0	0.00028507
Alzheimer Disease	donepezil	0.333333333	7.38E-09
Alzheimer Disease	dopamine	0.4	2.74E-06
Alzheimer Disease	dorzolamide	0.75	0.017958535
Alzheimer Disease	dosulepin	0.625	3.20E-06
Alzheimer Disease	dotatate gallium ga-68	1	0.5
Alzheimer Disease	doxacurium	0.5	0.014169729
Alzheimer Disease	doxapram	0.5	0.029237931
Alzheimer Disease	doxazosin	0.8	0.030494095
Alzheimer Disease	doxepin	0.789473684	0.000878876
Alzheimer Disease	doxercalciferol	0	0.046615177
Alzheimer Disease	doxorubicin	0.5	0.013955718
Alzheimer Disease	doxylamine	0.666666667	0.029917764
Alzheimer Disease	dronabinol	1.5	0.651217293
Alzheimer Disease	dronedarone	0.64	6.19E-06
Alzheimer Disease	droperidol	0	0.000791418
Alzheimer Disease	drospirenone	0.5	0.02491327
Alzheimer Disease	drotaverine	0.5	0.054918287
Alzheimer Disease	drotrecogin alfa	0.583333333	0.000648601
Alzheimer Disease	droxidopa	0.4	2.62E-06
Alzheimer Disease	dulaglutide	1	0.607564331
Alzheimer Disease	duloxetine	0.333333333	0.007383403
Alzheimer Disease	dupilumab	0	0.011195598
Alzheimer Disease	durvalumab	1	0.238950921
Alzheimer Disease	duvelisib	1	0.630795479
Alzheimer Disease	dyclonine	2	0.760551101
Alzheimer Disease	dydrogesterone	1	0.685059521
Alzheimer Disease	dyphylline	1	0.079966452
Alzheimer Disease	ecallantide	1	0.390833696
Alzheimer Disease	echothiophate	0	0.005768635
Alzheimer Disease	econazole	0	0.013955718
Alzheimer Disease	eculizumab	1	0.454265659
Alzheimer Disease	edotreotide gallium ga-68	1	0.349459834
Alzheimer Disease	edoxaban	0	0.000697973
Alzheimer Disease	edrophonium	0	6.94E-05
Alzheimer Disease	efalizumab	1.1	0.66759233
Alzheimer Disease	eflornithine	1	0.566780568
Alzheimer Disease	efmoroctocog alfa	0	0.000611774
Alzheimer Disease	elagolix	1	0.164710009
Alzheimer Disease	eletriptan	1.142857143	0.361203536
Alzheimer Disease	eliglustat	1	0.390372167
Alzheimer Disease	elotuzumab	2	0.84139127
Alzheimer Disease	eltrombopag	1	0.5
Alzheimer Disease	eluxadoline	0.666666667	0.124530818
Alzheimer Disease	emapalumab	0	0.025889998
Alzheimer Disease	emedastine	1	0.431125472
Alzheimer Disease	emicizumab	0.5	0.067316165
Alzheimer Disease	enalapril	0	0.027471422
Alzheimer Disease	enalaprilat	0.5	0.048366326
Alzheimer Disease	enasidenib	1	0.5
Alzheimer Disease	encainide	1	0.602636553
Alzheimer Disease	encorafenib	1	0.754347689
Alzheimer Disease	enflurane	1.368421053	0.732867503
Alzheimer Disease	enfortumab vedotin	1	0.405648128
Alzheimer Disease	enoxacin	1	0.615393999
Alzheimer Disease	enoxaparin	0	0.000561913
Alzheimer Disease	enoximone	1	0.601210972
Alzheimer Disease	enprofylline	1.166666667	0.496909744
Alzheimer Disease	entacapone	0	0.001418066
Alzheimer Disease	entrectinib	0.666666667	0.057621043
Alzheimer Disease	enzacamene	0.25	0.269568156
Alzheimer Disease	enzalutamide	0	0.174385383
Alzheimer Disease	ephedrine	0.5	0.018911456
Alzheimer Disease	epicriptine	0	4.09E-06
Alzheimer Disease	epinastine	0.5	0.000616415
Alzheimer Disease	epinephrine	0.25	3.63E-07
Alzheimer Disease	epirubicin	1	0.643348413
Alzheimer Disease	eplerenone	0	7.22E-06
Alzheimer Disease	epoprostenol	0	2.49E-05
Alzheimer Disease	eprosartan	0	0.02681328
Alzheimer Disease	eptifibatide	1	0.622825128
Alzheimer Disease	erdafitinib	0.333333333	1.72E-06
Alzheimer Disease	erenumab	2	0.955434537
Alzheimer Disease	ergocalciferol	0.954545455	0.004513367
Alzheimer Disease	ergoloid mesylate	0.655172414	1.56E-07
Alzheimer Disease	ergometrine	0	0.006020789
Alzheimer Disease	ergotamine	0.5625	1.55E-05
Alzheimer Disease	eribulin	0.5	0.159945638
Alzheimer Disease	erlotinib	0.5	0.011309699
Alzheimer Disease	erythrityl tetranitrate	1	0.531203109
Alzheimer Disease	erythromycin	1	0.311551319
Alzheimer Disease	erythropoietin	1	0.701397079
Alzheimer Disease	escitalopram	0.4	6.41E-09
Alzheimer Disease	esculin	0	0.169547988
Alzheimer Disease	esketamine	0.5	0.000308872
Alzheimer Disease	eslicarbazepine	2	0.917337217
Alzheimer Disease	eslicarbazepine acetate	2	0.922370569
Alzheimer Disease	esmolol	0	0.001418066
Alzheimer Disease	esomeprazole	1	0.372748975
Alzheimer Disease	estazolam	1.266666667	0.305878941
Alzheimer Disease	estradiol	0.285714286	0.001428131
Alzheimer Disease	estradiol acetate	0.285714286	0.002237722
Alzheimer Disease	estradiol benzoate	0.285714286	0.006741133
Alzheimer Disease	estradiol cypionate	0.285714286	0.010535267
Alzheimer Disease	estradiol dienanthate	0.285714286	0.006734465
Alzheimer Disease	estradiol valerate	0.285714286	0.000644678
Alzheimer Disease	estramustine	0.5	0.679454089
Alzheimer Disease	estriol	0.333333333	0.706709131
Alzheimer Disease	estrone	0.2	0.02104129
Alzheimer Disease	eszopiclone	1.307692308	0.316396122
Alzheimer Disease	etacrynic acid	0.75	0.178111813
Alzheimer Disease	etafedrine	0	0.087559238
Alzheimer Disease	etanercept	0.769230769	0.036389811
Alzheimer Disease	etelcalcetide	0	0.018743134
Alzheimer Disease	ethanol	1.045454545	0.004396124
Alzheimer Disease	ethanolamine oleate	1	0.576237902
Alzheimer Disease	ethchlorvynol	1.307692308	0.324296243
Alzheimer Disease	ethinamate	0.5	0.027315115
Alzheimer Disease	ethinylestradiol	0.333333333	0.139258101
Alzheimer Disease	ethosuximide	1	0.220167492
Alzheimer Disease	ethotoin	0.5	0.050058159
Alzheimer Disease	ethynodiol diacetate	0.5	0.706709131
Alzheimer Disease	etidronic acid	1	0.747791673
Alzheimer Disease	etodolac	0	0.000104466
Alzheimer Disease	etomidate	1.214285714	0.135125179
Alzheimer Disease	etonogestrel	0.5	0.673753328
Alzheimer Disease	etoposide	1	0.657315717
Alzheimer Disease	etoricoxib	0	0.003525365
Alzheimer Disease	eugenol	0.5	0.440332299
Alzheimer Disease	everolimus	0	0.006830513
Alzheimer Disease	exemestane	0	0.006500999
Alzheimer Disease	exenatide	1	0.629927932
Alzheimer Disease	ezetimibe	1	0.115974445
Alzheimer Disease	ezogabine	1.25	0.642282186
Alzheimer Disease	famotidine	2	0.709806699
Alzheimer Disease	febuxostat	1	0.377174872
Alzheimer Disease	fedratinib	1	0.787834558
Alzheimer Disease	felbamate	0.333333333	0.007846233
Alzheimer Disease	felodipine	0.769230769	0.005693804
Alzheimer Disease	fenfluramine	0.25	0.000134083
Alzheimer Disease	fenofibrate	0.333333333	0.0020376
Alzheimer Disease	fenofibric acid	0.2	8.36E-06
Alzheimer Disease	fenoldopam	0.375	5.83E-05
Alzheimer Disease	fenoprofen	0	3.87E-06
Alzheimer Disease	fenoterol	0	0.001211485
Alzheimer Disease	fentanyl	0.5	0.005008215
Alzheimer Disease	ferric cation	1	0.701397079
Alzheimer Disease	ferric pyrophosphate citrate	1	0.471661788
Alzheimer Disease	ferrous ascorbate	0.857142857	0.139165708
Alzheimer Disease	ferrous fumarate	0.857142857	0.115983078
Alzheimer Disease	ferrous gluconate	0.857142857	0.118380091
Alzheimer Disease	ferrous glycine sulfate	0.857142857	0.074960339
Alzheimer Disease	ferrous succinate	0.857142857	0.126001367
Alzheimer Disease	fesoterodine	0.8	0.028012895
Alzheimer Disease	fexofenadine	1	0.423041882
Alzheimer Disease	filgrastim	0.5	0.042200802
Alzheimer Disease	finafloxacin	1	0.599239516
Alzheimer Disease	fingolimod	1	0.382660256
Alzheimer Disease	fish oil	0.807692308	0.000714236
Alzheimer Disease	flavin adenine dinucleotide	0.807692308	0.004425046
Alzheimer Disease	flavin mononucleotide	1.1	0.598162456
Alzheimer Disease	flavone	1.333333333	0.702218206
Alzheimer Disease	flavoxate	0	0.000320319
Alzheimer Disease	flecainide	1.25	0.956592562
Alzheimer Disease	flibanserin	0.333333333	0.002869014
Alzheimer Disease	floxuridine	0	0.001418066
Alzheimer Disease	fluciclovine (18f)	0.846153846	0.041515581
Alzheimer Disease	flucytosine	0	0.023296852
Alzheimer Disease	fludarabine	1	0.677413357
Alzheimer Disease	fludrocortisone	0.5	0.001385596
Alzheimer Disease	flufenamic acid	0.333333333	0.000432116
Alzheimer Disease	flumazenil	1.307692308	0.332672216
Alzheimer Disease	flunarizine	1	0.367674475
Alzheimer Disease	flunitrazepam	1.111111111	0.045922535
Alzheimer Disease	fluocinolone acetonide	0.833333333	0.27452006
Alzheimer Disease	fluocinonide	1	0.431949774
Alzheimer Disease	fluorouracil	0	0.005026772
Alzheimer Disease	fluoxetine	0.571428571	0.000580485
Alzheimer Disease	fluoxymesterone	0.8	0.56945295
Alzheimer Disease	flupentixol	0	4.29E-08
Alzheimer Disease	fluphenazine	0.166666667	9.07E-06
Alzheimer Disease	flurazepam	1.266666667	0.216216799
Alzheimer Disease	flurbiprofen	0	0.003848635
Alzheimer Disease	fluspirilene	0.666666667	0.017871322
Alzheimer Disease	flutamide	0	0.000319968
Alzheimer Disease	fluticasone	0.5	0.003668153
Alzheimer Disease	fluticasone furoate	0.666666667	0.038314193
Alzheimer Disease	fluticasone propionate	0.5	0.004903907
Alzheimer Disease	fluvastatin	0.5	0.008429464
Alzheimer Disease	fluvoxamine	0.5	0.019968885
Alzheimer Disease	folic acid	0.5	0.007994863
Alzheimer Disease	follitropin	0	0.003466974
Alzheimer Disease	fondaparinux	0	0.001233732
Alzheimer Disease	foreskin fibroblast (neonatal)	0.3	5.39E-07
Alzheimer Disease	foreskin keratinocyte (neonatal)	0.272727273	5.95E-10
Alzheimer Disease	formoterol	0	0.000120148
Alzheimer Disease	fosinopril	0	0.02169323
Alzheimer Disease	fosnetupitant	1	0.408593861
Alzheimer Disease	fosphenytoin	1	0.636008977
Alzheimer Disease	fospropofol	1	0.426427642
Alzheimer Disease	fostamatinib	0.864864865	0.001409179
Alzheimer Disease	framycetin	1	0.662018519
Alzheimer Disease	fremanezumab	1	0.515577398
Alzheimer Disease	frovatriptan	1.5	0.714573777
Alzheimer Disease	fructose	1	0.438887002
Alzheimer Disease	furosemide	1	0.340897066
Alzheimer Disease	gabapentin	1.333333333	0.758230317
Alzheimer Disease	gabapentin enacarbil	1.5	0.541269924
Alzheimer Disease	gadopentetic acid	1	0.662018519
Alzheimer Disease	galantamine	1	0.010631454
Alzheimer Disease	galcanezumab	1	0.537535995
Alzheimer Disease	gallamine triethiodide	0.6	0.005753171
Alzheimer Disease	gallium nitrate	0.5	0.018792222
Alzheimer Disease	galsulfase	1	0.615393999
Alzheimer Disease	gamma-aminobutyric acid	1.333333333	0.706853851
Alzheimer Disease	gamma-hydroxybutyric acid	1.5	0.701117537
Alzheimer Disease	ganirelix	1	0.208205291
Alzheimer Disease	gemcitabine	0.666666667	0.099547909
Alzheimer Disease	gemeprost	0	0.000645362
Alzheimer Disease	gemfibrozil	0.5	0.007167738
Alzheimer Disease	gemtuzumab ozogamicin	0.909090909	0.222057035
Alzheimer Disease	gentamicin	0.5	0.036491273
Alzheimer Disease	gestrinone	0.666666667	0.224989277
Alzheimer Disease	gilteritinib	1.055555556	0.046296866
Alzheimer Disease	gimeracil	2	0.87106296
Alzheimer Disease	ginkgo biloba	1	0.358102868
Alzheimer Disease	ginseng	0	0.000302586
Alzheimer Disease	glasdegib	1	0.522136137
Alzheimer Disease	glatiramer	0	0.011195598
Alzheimer Disease	gliclazide	0	0.000354692
Alzheimer Disease	glimepiride	0.333333333	0.002209523
Alzheimer Disease	glipizide	0	0.004721264
Alzheimer Disease	gliquidone	0.5	0.024936826
Alzheimer Disease	glucagon	1.333333333	0.761209499
Alzheimer Disease	gluconolactone	0	0.012692636
Alzheimer Disease	glucosamine	0	9.81E-05
Alzheimer Disease	glutamic acid	1.119402985	0.382526903
Alzheimer Disease	glutathione	0.447368421	5.45E-21
Alzheimer Disease	glutathione disulfide	0.5	0.043407438
Alzheimer Disease	glutethimide	1.307692308	0.260144319
Alzheimer Disease	glyburide	0.666666667	0.000905385
Alzheimer Disease	glycerin	0.75	0.02666437
Alzheimer Disease	glycine	1.08	0.244605565
Alzheimer Disease	glycine betaine	0	0.087559238
Alzheimer Disease	glycol salicylate	0	0.001418066
Alzheimer Disease	glycolic acid	1	0.649739786
Alzheimer Disease	glycopyrronium	0.333333333	0.006020789
Alzheimer Disease	glycyrrhizic acid	0.166666667	5.67E-06
Alzheimer Disease	glymidine	0.5	0.047460101
Alzheimer Disease	golimumab	0	0.064272025
Alzheimer Disease	golodirsen	1	0.643348413
Alzheimer Disease	gonadorelin	1	0.195485223
Alzheimer Disease	goserelin	0.5	0.029491062
Alzheimer Disease	granisetron	1	0.336523945
Alzheimer Disease	griseofulvin	2	0.852291984
Alzheimer Disease	guaiacol	0	0.050914336
Alzheimer Disease	guaifenesin	0.571428571	0.002031744
Alzheimer Disease	guanabenz	0	0.00194825
Alzheimer Disease	guanadrel	1	0.446756563
Alzheimer Disease	guanethidine	1	0.424072651
Alzheimer Disease	guanfacine	0	0.002595716
Alzheimer Disease	guanidine	1	0.349178952
Alzheimer Disease	guselkumab	1	0.397124387
Alzheimer Disease	halazepam	1.266666667	0.368219436
Alzheimer Disease	halcinonide	1	0.509108093
Alzheimer Disease	halofantrine	1	0.602636553
Alzheimer Disease	haloperidol	0.388888889	3.55E-08
Alzheimer Disease	halothane	1	0.010914477
Alzheimer Disease	heparin	0.5	3.50E-05
Alzheimer Disease	hexachlorophene	0.333333333	0.025562266
Alzheimer Disease	hexafluronium	0	0.000915877
Alzheimer Disease	hexocyclium	0.5	0.004212868
Alzheimer Disease	hexylcaine	1.5	0.830891799
Alzheimer Disease	hexylresorcinol	1.333333333	0.864984842
Alzheimer Disease	histamine	1.4	0.491472078
Alzheimer Disease	histrelin	1	0.202043333
Alzheimer Disease	homatropine	0.8	0.020039608
Alzheimer Disease	homatropine methylbromide	0.8	0.02801105
Alzheimer Disease	homosalate	0.333333333	0.226514852
Alzheimer Disease	human c1-esterase inhibitor	0.5	0.004730895
Alzheimer Disease	human calcitonin	1	0.590280184
Alzheimer Disease	human immunoglobulin g	0.9	0.191584238
Alzheimer Disease	human thrombin	0.375	3.40E-05
Alzheimer Disease	huperzine a	0	0.018990157
Alzheimer Disease	hyaluronic acid	0.916666667	0.23766881
Alzheimer Disease	hydralazine	1	0.474124492
Alzheimer Disease	hydrochlorothiazide	0.5	0.079263781
Alzheimer Disease	hydrocodone	0.333333333	0.005828413
Alzheimer Disease	hydrocortisone	0.5	0.005026772
Alzheimer Disease	hydrocortisone acetate	1	0.444596229
Alzheimer Disease	hydrocortisone butyrate	1	0.473197303
Alzheimer Disease	hydrocortisone cypionate	1	0.484745473
Alzheimer Disease	hydrocortisone phosphate	1	0.415368049
Alzheimer Disease	hydrocortisone probutate	1	0.379756954
Alzheimer Disease	hydrocortisone valerate	1	0.466236801
Alzheimer Disease	hydroflumethiazide	0.625	0.013429977
Alzheimer Disease	hydromorphone	0.666666667	0.176584107
Alzheimer Disease	hydroquinone	2	0.877881567
Alzheimer Disease	hydroxocobalamin	0.333333333	3.93E-07
Alzheimer Disease	hydroxychloroquine	0.5	0.077914934
Alzheimer Disease	hydroxyprogesterone caproate	1	0.679454089
Alzheimer Disease	hydroxyurea	1	0.622825128
Alzheimer Disease	hydroxyzine	1	0.38065014
Alzheimer Disease	hyoscyamine	0.5	0.007170166
Alzheimer Disease	hypromellose	2	0.867688913
Alzheimer Disease	ibalizumab	0.333333333	0.002897268
Alzheimer Disease	ibandronate	0	0.004752629
Alzheimer Disease	ibritumomab tiuxetan	0.909090909	0.159707835
Alzheimer Disease	ibrutinib	1	0.711965092
Alzheimer Disease	ibuprofen	0.5	0.000159969
Alzheimer Disease	ibutilide	0.875	0.029650431
Alzheimer Disease	icatibant	1.5	0.752622286
Alzheimer Disease	icosapent	0.454545455	6.09E-05
Alzheimer Disease	idarubicin	1	0.590280184
Alzheimer Disease	idelalisib	1	0.565406593
Alzheimer Disease	idursulfase	1	0.590280184
Alzheimer Disease	ifenprodil	0.5	0.0138285
Alzheimer Disease	ifosfamide	0	0.006830513
Alzheimer Disease	iloperidone	0.272727273	1.05E-08
Alzheimer Disease	iloprost	0.75	0.048672013
Alzheimer Disease	imatinib	0.375	0.003494701
Alzheimer Disease	imipramine	0.56	1.63E-08
Alzheimer Disease	imiquimod	1	0.368369414
Alzheimer Disease	indacaterol	0	0.050914336
Alzheimer Disease	indapamide	1	0.456516354
Alzheimer Disease	indecainide	1	0.663277069
Alzheimer Disease	indigotindisulfonic acid	0.428571429	5.12E-05
Alzheimer Disease	indomethacin	0.777777778	0.019886502
Alzheimer Disease	infliximab	0	0.042410927
Alzheimer Disease	ingenol mebutate	1	0.77223895
Alzheimer Disease	inotuzumab ozogamicin	1	0.56945295
Alzheimer Disease	insulin aspart	0.5	0.085345317
Alzheimer Disease	insulin degludec	0.5	0.055064371
Alzheimer Disease	insulin detemir	0.5	0.077134655
Alzheimer Disease	insulin glargine	0.5	0.067891972
Alzheimer Disease	insulin glulisine	0.5	0.081812555
Alzheimer Disease	insulin human	0.5	0.003706431
Alzheimer Disease	insulin lispro	0.5	0.097944724
Alzheimer Disease	insulin pork	0.4	2.86E-07
Alzheimer Disease	"interferon alfa-2a, recombinant"	1	0.646983895
Alzheimer Disease	interferon alfa-2b	1	0.648476303
Alzheimer Disease	interferon alfa-n1	1	0.662018519
Alzheimer Disease	interferon alfa-n3	1	0.615900914
Alzheimer Disease	interferon alfacon-1	1	0.675392477
Alzheimer Disease	interferon beta-1a	1	0.634830176
Alzheimer Disease	interferon beta-1b	1	0.677413357
Alzheimer Disease	interferon gamma-1b	0.5	0.047139425
Alzheimer Disease	iopodic acid	1	0.311551319
Alzheimer Disease	ipilimumab	1	0.578054424
Alzheimer Disease	ipratropium	0.333333333	0.009174584
Alzheimer Disease	irbesartan	0.5	0.004954394
Alzheimer Disease	irinotecan	1	0.066254694
Alzheimer Disease	iron	0.857142857	0.129049647
Alzheimer Disease	iron dextran	1	0.517485777
Alzheimer Disease	iron sucrose	1.5	0.781023488
Alzheimer Disease	isavuconazole	0.666666667	0.006007237
Alzheimer Disease	isocarboxazid	0	0.001671953
Alzheimer Disease	isoetharine	0	0.006428897
Alzheimer Disease	isoflurane	1.2	0.343800655
Alzheimer Disease	isoflurophate	0	1.59E-05
Alzheimer Disease	isometheptene	0.5	0.046638172
Alzheimer Disease	isoniazid	0.5	0.001694045
Alzheimer Disease	isoprenaline	0.25	0.000191872
Alzheimer Disease	isopropamide	1	0.407976392
Alzheimer Disease	isopropyl alcohol	0.928571429	0.293019482
Alzheimer Disease	isosorbide	0.333333333	0.014111374
Alzheimer Disease	isosorbide dinitrate	1	0.461685207
Alzheimer Disease	isosorbide mononitrate	1	0.50827803
Alzheimer Disease	isotretinoin	0	0.001312448
Alzheimer Disease	isradipine	0.857142857	0.050213333
Alzheimer Disease	istradefylline	1	0.493289804
Alzheimer Disease	itraconazole	2	0.900777875
Alzheimer Disease	ivabradine	1	0.352794369
Alzheimer Disease	ivermectin	1	0.435267942
Alzheimer Disease	ivosidenib	1	0.601210972
Alzheimer Disease	ixabepilone	1	0.615393999
Alzheimer Disease	ixekizumab	0	0.024273764
Alzheimer Disease	kappadione	0.571428571	0.012709051
Alzheimer Disease	ketamine	0.739130435	1.80E-05
Alzheimer Disease	ketazolam	1	0.123240729
Alzheimer Disease	ketoconazole	0.4	0.005344602
Alzheimer Disease	ketoprofen	0.333333333	0.005624839
Alzheimer Disease	ketorolac	0	0.004916968
Alzheimer Disease	ketotifen	1	0.505790415
Alzheimer Disease	keyhole limpet hemocyanin	0	0.016426959
Alzheimer Disease	l-glutamine	1	0.713010047
Alzheimer Disease	l-lysine	1.333333333	0.742596867
Alzheimer Disease	labetalol	0.4	0.003319617
Alzheimer Disease	lacidipine	0.666666667	0.004116285
Alzheimer Disease	lacosamide	1.5	0.504410655
Alzheimer Disease	lactose	1.5	0.877790926
Alzheimer Disease	lamotrigine	0.875	1.27E-06
Alzheimer Disease	lanadelumab	1	0.417763437
Alzheimer Disease	lanreotide	1	0.514500771
Alzheimer Disease	lansoprazole	0.5	0.16664529
Alzheimer Disease	larotrectinib	0.333333333	0.000658742
Alzheimer Disease	lasmiditan	1	0.109033605
Alzheimer Disease	lasofoxifene	0.666666667	0.783007914
Alzheimer Disease	latanoprost	0	0.017348172
Alzheimer Disease	latanoprostene bunod	0	0.013353976
Alzheimer Disease	lauric acid	0.666666667	0.000674014
Alzheimer Disease	leflunomide	0.333333333	0.007433097
Alzheimer Disease	lemborexant	0	0.00029604
Alzheimer Disease	lenalidomide	0.5	0.023242505
Alzheimer Disease	lenograstim	0	0.005026772
Alzheimer Disease	lenvatinib	0.4	1.64E-05
Alzheimer Disease	lepirudin	0	0.023296852
Alzheimer Disease	lercanidipine	2	0.645644944
Alzheimer Disease	lesinurad	2	0.912750887
Alzheimer Disease	letrozole	0	0.012819144
Alzheimer Disease	leuprolide	1	0.178653498
Alzheimer Disease	levacetylmethadol	0.666666667	0.061854282
Alzheimer Disease	levallorphan	1	0.643348413
